country,year,age_bin,sex,population
japan,1925,15-19,female,2896907
japan,1925,20-24,male,2574799
japan,1925,20-24,female,2485728
japan,1925,25-29,male,2256502
japan,1925,25-29,female,2136969
japan,1925,30-34,male,1920177
japan,1925,30-34,female,1795910
japan,1925,35-39,male,1768538
japan,1925,35-39,female,1680839
japan,1925,40-44,male,1624224
japan,1925,40-44,female,1597541
japan,1925,45-49,male,1539488
japan,1925,45-49,female,1515661
japan,1925,50-54,male,1223831
japan,1925,50-54,female,1227072
japan,1925,55-59,male,981235
japan,1925,55-59,female,1009582
japan,1925,60-64,male,754000
japan,1925,60-64,female,814341
japan,1925,65-69,male,601475
japan,1925,65-69,female,692865
japan,1925,70-74,male,403555
japan,1925,70-74,female,515625
japan,1925,75-79,male,213632
japan,1925,75-79,female,309382
japan,1925,80-84,male,79096
japan,1925,80-84,female,136738
japan,1925,85+,male,21546
japan,1925,85+,female,47149
japan,1930,0-4,male,4543442
japan,1930,0-4,female,4467693
japan,1930,5-9,male,3914786
japan,1930,5-9,female,3852299
japan,1930,10-14,male,3436560
japan,1930,10-14,female,3364485
japan,1930,15-19,male,3318663
japan,1930,15-19,female,3220941
japan,1930,20-24,male,2815406
japan,1930,20-24,female,2716100
japan,1930,25-29,male,2480757
japan,1930,25-29,female,2354877
japan,1930,30-34,male,2175040
japan,1930,30-34,female,2038625
japan,1930,35-39,male,1856905
japan,1930,35-39,female,1727928
japan,1930,40-44,male,1687934
japan,1930,40-44,female,1598544
japan,1930,45-49,male,1525157
japan,1930,45-49,female,1521106
japan,1930,50-54,male,1410576
japan,1930,50-54,female,1420118
japan,1930,55-59,male,1085866
japan,1930,55-59,female,1130237
japan,1930,60-64,male,820315
japan,1930,60-64,female,901770
japan,1930,65-69,male,577193
japan,1930,65-69,female,678637
japan,1930,70-74,male,403984
japan,1930,70-74,female,522617
japan,1930,75-79,male,222451
japan,1930,75-79,female,329267
japan,1930,80-84,male,89183
japan,1930,80-84,female,156278
japan,1930,85+,male,25937
japan,1930,85+,female,58328
japan,1935,0-4,male,4714001
japan,1935,0-4,female,4614500
japan,1935,5-9,male,4303263
japan,1935,5-9,female,4228156
japan,1935,10-14,male,3876774
japan,1935,10-14,female,3808473
japan,1935,15-19,male,3350713
japan,1935,15-19,female,3290204
japan,1935,20-24,male,3036783
japan,1935,20-24,female,3034288
japan,1935,25-29,male,2670248
japan,1935,25-29,female,2569835
japan,1935,30-34,male,2379492
japan,1935,30-34,female,2253145
japan,1935,35-39,male,2093446
japan,1935,35-39,female,1952400
japan,1935,40-44,male,1767627
japan,1935,40-44,female,1638384
japan,1935,45-49,male,1591179
japan,1935,45-49,female,1521655
japan,1935,50-54,male,1404376
japan,1935,50-54,female,1428499
japan,1935,55-59,male,1255092
japan,1935,55-59,female,1316045
japan,1935,60-64,male,916820
japan,1935,60-64,female,1013791
japan,1935,65-69,male,630008
japan,1935,65-69,female,757084
japan,1935,70-74,male,394223
japan,1935,70-74,female,519200
japan,1935,75-79,male,224829
japan,1935,75-79,female,336975
japan,1935,80-84,male,95043
japan,1935,80-84,female,168936
japan,1935,85+,male,30216
japan,1935,85+,female,68445
japan,1940,0-4,male,4619512
japan,1940,0-4,female,4508497
japan,1940,5-9,male,4463439
japan,1940,5-9,female,4370159
japan,1940,10-14,male,4242585
japan,1940,10-14,female,4164516
japan,1940,15-19,male,3717483
japan,1940,15-19,female,3691794
japan,1940,20-24,male,3057395
japan,1940,20-24,female,3046258
japan,1940,25-29,male,2837267
japan,1940,25-29,female,2815917
japan,1940,30-34,male,2507243
japan,1940,30-34,female,2440013
japan,1940,35-39,male,2260747
japan,1940,35-39,female,2162140
japan,1940,40-44,male,1976906
japan,1940,40-44,female,1857152
japan,1940,45-49,male,1649661
japan,1940,45-49,female,1557551
japan,1940,50-54,male,1456632
japan,1940,50-54,female,1430587
japan,1940,55-59,male,1240737
japan,1940,55-59,female,1318804
japan,1940,60-64,male,1049207
japan,1940,60-64,female,1178205
japan,1940,65-69,male,702545
japan,1940,65-69,female,852617
japan,1940,70-74,male,421186
japan,1940,70-74,female,573720
japan,1940,75-79,male,215952
japan,1940,75-79,female,330456
japan,1940,80-84,male,90602
japan,1940,80-84,female,163525
japan,1940,85+,male,31023
japan,1940,85+,female,72076
japan,1945,0-4,male,4682797
japan,1945,0-4,female,4567621
japan,1945,5-9,male,4338961
japan,1945,5-9,female,4242440
japan,1945,10-14,male,4365844
japan,1945,10-14,female,4279423
japan,1945,15-19,male,3849481
japan,1945,15-19,female,3971049
japan,1945,20-24,male,2024120
japan,1945,20-24,female,3440564
japan,1945,25-29,male,1603664
japan,1945,25-29,female,2811495
japan,1945,30-34,male,1805587
japan,1945,30-34,female,2641750
japan,1945,35-39,male,1982773
japan,1945,35-39,female,2324932
japan,1945,40-44,male,2046909
japan,1945,40-44,female,2043299
japan,1945,45-49,male,1829696
japan,1945,45-49,female,1757230
japan,1945,50-54,male,1506234
japan,1945,50-54,female,1442574
japan,1945,55-59,male,1289547
japan,1945,55-59,female,1307731
japan,1945,60-64,male,1005064
japan,1945,60-64,female,1137204
japan,1945,65-69,male,775188
japan,1945,65-69,female,957206
japan,1945,70-74,male,462867
japan,1945,70-74,female,632271
japan,1945,75-79,male,214842
japan,1945,75-79,female,337049
japan,1945,80-84,male,84073
japan,1945,80-84,female,152668
japan,1945,85+,male,26412
japan,1945,85+,female,57539
japan,1950,0-4,male,5792551
japan,1950,0-4,female,5558029
japan,1950,5-9,male,4877311
japan,1950,5-9,female,4747167
japan,1950,10-14,male,4456939
japan,1950,10-14,female,4354415
japan,1950,15-19,male,4367794
japan,1950,15-19,female,4301651
japan,1950,20-24,male,3871815
japan,1950,20-24,female,3932721
japan,1950,25-29,male,2847983
japan,1950,25-29,female,3398305
japan,1950,30-34,male,2382599
japan,1950,30-34,female,2871802
japan,1950,35-39,male,2396611
japan,1950,35-39,female,2698407
japan,1950,40-44,male,2217547
japan,1950,40-44,female,2307924
japan,1950,45-49,male,2035222
japan,1950,45-49,female,2007152
japan,1950,50-54,male,1733836
japan,1950,50-54,female,1687560
japan,1950,55-59,male,1392572
japan,1950,55-59,female,1387462
japan,1950,60-64,male,1120403
japan,1950,60-64,female,1208946
japan,1950,65-69,male,803800
japan,1950,65-69,female,986148
japan,1950,70-74,male,545748
japan,1950,70-74,female,749903
japan,1950,75-79,male,270523
japan,1950,75-79,female,423156
japan,1950,80-84,male,96600
japan,1950,80-84,female,182654
japan,1950,85+,male,29003
japan,1950,85+,female,67509
japan,1955,0-4,male,4794426
japan,1955,0-4,female,4587086
japan,1955,5-9,male,5694447
japan,1955,5-9,female,5461568
japan,1955,10-14,male,4855556
japan,1955,10-14,female,4729814
japan,1955,15-19,male,4383128
japan,1955,15-19,female,4325947
japan,1955,20-24,male,4231701
japan,1955,20-24,female,4244253
japan,1955,25-29,male,3802724
japan,1955,25-29,female,3860355
japan,1955,30-34,male,2817154
japan,1955,30-34,female,3345468
japan,1955,35-39,male,2336529
japan,1955,35-39,female,2818160
japan,1955,40-44,male,2340429
japan,1955,40-44,female,2640077
japan,1955,45-49,male,2149102
japan,1955,45-49,female,2248891
japan,1955,50-54,male,1941081
japan,1955,50-54,female,1935698
japan,1955,55-59,male,1617760
japan,1955,55-59,female,1610602
japan,1955,60-64,male,1235983
japan,1955,60-64,female,1281573
japan,1955,65-69,male,925400
japan,1955,65-69,female,1057199
japan,1955,70-74,male,593776
japan,1955,70-74,female,798886
japan,1955,75-79,male,342059
japan,1955,75-79,female,533642
japan,1955,80-84,male,133192
japan,1955,80-84,female,244595
japan,1955,85+,male,39681
japan,1955,85+,female,94441
japan,1960,0-4,male,4073749
japan,1960,0-4,female,3891079
japan,1960,5-9,male,4770578
japan,1960,5-9,female,4568563
japan,1960,10-14,male,5677909
japan,1960,10-14,female,5452281
japan,1960,15-19,male,4713854
japan,1960,15-19,female,4665819
japan,1960,20-24,male,4160096
japan,1960,20-24,female,4230886
japan,1960,25-29,male,4129166
japan,1960,25-29,female,4150358
japan,1960,30-34,male,3774040
japan,1960,30-34,female,3801653
japan,1960,35-39,male,2782870
japan,1960,35-39,female,3300265
japan,1960,40-44,male,2291120
japan,1960,40-44,female,2766827
japan,1960,45-49,male,2271959
japan,1960,45-49,female,2578854
japan,1960,50-54,male,2053737
japan,1960,50-54,female,2177467
japan,1960,55-59,male,1813371
japan,1960,55-59,female,1854005
japan,1960,60-64,male,1446757
japan,1960,60-64,female,1506251
japan,1960,65-69,male,1035042
japan,1960,65-69,female,1144248
japan,1960,70-74,male,698672
japan,1960,70-74,female,878355
japan,1960,75-79,male,379767
japan,1960,75-79,female,583630
japan,1960,80-84,male,170599
japan,1960,80-84,female,317064
japan,1960,85+,male,57103
japan,1960,85+,female,133500
japan,1965,0-4,male,4204772
japan,1965,0-4,female,4036835
japan,1965,5-9,male,4056194
japan,1965,5-9,female,3913926
japan,1965,10-14,male,4738325
japan,1965,10-14,female,4579178
japan,1965,15-19,male,5527355
japan,1965,15-19,female,5420641
japan,1965,20-24,male,4523969
japan,1965,20-24,female,4603550
japan,1965,25-29,male,4191561
japan,1965,25-29,female,4243666
japan,1965,30-34,male,4180969
japan,1965,30-34,female,4143948
japan,1965,35-39,male,3773472
japan,1965,35-39,female,3780525
japan,1965,40-44,male,2748642
japan,1965,40-44,female,3256379
japan,1965,45-49,male,2240740
japan,1965,45-49,female,2718592
japan,1965,50-54,male,2187487
japan,1965,50-54,female,2503984
japan,1965,55-59,male,1942543
japan,1965,55-59,female,2087591
japan,1965,60-64,male,1635046
japan,1965,60-64,female,1733582
japan,1965,65-69,male,1226741
japan,1965,65-69,female,1354725
japan,1965,70-74,male,795372
japan,1965,70-74,female,965246
japan,1965,75-79,male,455411
japan,1965,75-79,female,650726
japan,1965,80-84,male,188750
japan,1965,80-84,female,345164
japan,1965,85+,male,74765
japan,1965,85+,female,178714
japan,1970,0-4,male,4564915
japan,1970,0-4,female,4342649
japan,1970,5-9,male,4225903
japan,1970,5-9,female,4041433
japan,1970,10-14,male,4066571
japan,1970,10-14,female,3911308
japan,1970,15-19,male,4622873
japan,1970,15-19,female,4544171
japan,1970,20-24,male,5344885
japan,1970,20-24,female,5382751
japan,1970,25-29,male,4545780
japan,1970,25-29,female,4602418
japan,1970,30-34,male,4215776
japan,1970,30-34,female,4225557
japan,1970,35-39,male,4154678
japan,1970,35-39,female,4118164
japan,1970,40-44,male,3690875
japan,1970,40-44,female,3702753
japan,1970,45-49,male,2696819
japan,1970,45-49,female,3222878
japan,1970,50-54,male,2172383
japan,1970,50-54,female,2669007
japan,1970,55-59,male,2055135
japan,1970,55-59,female,2400078
japan,1970,60-64,male,1766393
japan,1970,60-64,female,1985726
japan,1970,65-69,male,1407870
japan,1970,65-69,female,1597716
japan,1970,70-74,male,968076
japan,1970,70-74,female,1182330
japan,1970,75-79,male,536369
japan,1970,75-79,female,744062
japan,1970,80-84,male,243532
japan,1970,80-84,female,413046
japan,1970,85+,male,90344
japan,1970,85+,female,209947
japan,1975,0-4,male,5127359
japan,1975,0-4,female,4873248
japan,1975,5-9,male,4583653
japan,1975,5-9,female,4354368
japan,1975,10-14,male,4237041
japan,1975,10-14,female,4045023
japan,1975,15-19,male,4040280
japan,1975,15-19,female,3908266
japan,1975,20-24,male,4563526
japan,1975,20-24,female,4507983
japan,1975,25-29,male,5426289
japan,1975,25-29,female,5368294
japan,1975,30-34,male,4624591
japan,1975,30-34,female,4621200
japan,1975,35-39,male,4212566
japan,1975,35-39,female,4209754
japan,1975,40-44,male,4125063
japan,1975,40-44,female,4099007
japan,1975,45-49,male,3656501
japan,1975,45-49,female,3704909
japan,1975,50-54,male,2616771
japan,1975,50-54,female,3164934
japan,1975,55-59,male,2072676
japan,1975,55-59,female,2600973
japan,1975,60-64,male,1935823
japan,1975,60-64,female,2347911
japan,1975,65-69,male,1571228
japan,1975,65-69,female,1877809
japan,1975,70-74,male,1147922
japan,1975,70-74,female,1427960
japan,1975,75-79,male,688306
japan,1975,75-79,female,952701
japan,1975,80-84,male,307763
japan,1975,80-84,female,500940
japan,1975,85+,male,122647
japan,1975,85+,female,268153
japan,1980,0-4,male,4366100
japan,1980,0-4,female,4149316
japan,1980,5-9,male,5142487
japan,1980,5-9,female,4889547
japan,1980,10-14,male,4594813
japan,1980,10-14,female,4364815
japan,1980,15-19,male,4223685
japan,1980,15-19,female,4048560
japan,1980,20-24,male,3960116
japan,1980,20-24,female,3880910
japan,1980,25-29,male,4545468
japan,1980,25-29,female,4495887
japan,1980,30-34,male,5421545
japan,1980,30-34,female,5350186
japan,1980,35-39,male,4594716
japan,1980,35-39,female,4606865
japan,1980,40-44,male,4158990
japan,1980,40-44,female,4178510
japan,1980,45-49,male,4033146
japan,1980,45-49,female,4057241
japan,1980,50-54,male,3546963
japan,1980,50-54,female,3653059
japan,1980,55-59,male,2511379
japan,1980,55-59,female,3102126
japan,1980,60-64,male,1945930
japan,1980,60-64,female,2519317
japan,1980,65-69,male,1743659
japan,1980,65-69,female,2221022
japan,1980,70-74,male,1317661
japan,1980,70-74,female,1705316
japan,1980,75-79,male,848714
japan,1980,75-79,female,1187971
japan,1980,80-84,male,417715
japan,1980,80-84,female,675928
japan,1980,85+,male,171959
japan,1980,85+,female,357411
japan,1985,0-4,male,3818777
japan,1985,0-4,female,3640486
japan,1985,5-9,male,4373058
japan,1985,5-9,female,4158776
japan,1985,10-14,male,5146970
japan,1985,10-14,female,4895151
japan,1985,15-19,male,4600427
japan,1985,15-19,female,4379520
japan,1985,20-24,male,4165995
japan,1985,20-24,female,4034559
japan,1985,25-29,male,3948330
japan,1985,25-29,female,3875072
japan,1985,30-34,male,4558265
japan,1985,30-34,female,4495959
japan,1985,35-39,male,5398230
japan,1985,35-39,female,5339814
japan,1985,40-44,male,4551877
japan,1985,40-44,female,4583077
japan,1985,45-49,male,4092121
japan,1985,45-49,female,4144493
japan,1985,50-54,male,3926414
japan,1985,50-54,female,4006580
japan,1985,55-59,male,3409374
japan,1985,55-59,female,3590371
japan,1985,60-64,male,2379902
japan,1985,60-64,female,3025636
japan,1985,65-69,male,1781008
japan,1985,65-69,female,2412411
japan,1985,70-74,male,1503595
japan,1985,70-74,female,2059802
japan,1985,75-79,male,1017428
japan,1985,75-79,female,1475915
japan,1985,80-84,male,542243
japan,1985,80-84,female,890694
japan,1985,85+,male,255975
japan,1985,85+,female,529272
japan,1990,0-4,male,3326039
japan,1990,0-4,female,3166858
japan,1990,5-9,male,3821833
japan,1990,5-9,female,3644724
japan,1990,10-14,male,4369880
japan,1990,10-14,female,4156905
japan,1990,15-19,male,5122215
japan,1990,15-19,female,4884872
japan,1990,20-24,male,4468199
japan,1990,20-24,female,4331922
japan,1990,25-29,male,4078469
japan,1990,25-29,female,3992244
japan,1990,30-34,male,3925353
japan,1990,30-34,female,3862332
japan,1990,35-39,male,4524829
japan,1990,35-39,female,4478951
japan,1990,40-44,male,5349985
japan,1990,40-44,female,5308305
japan,1990,45-49,male,4482298
japan,1990,45-49,female,4535714
japan,1990,50-54,male,3997248
japan,1990,50-54,female,4091138
japan,1990,55-59,male,3783367
japan,1990,55-59,female,3941521
japan,1990,60-64,male,3236549
japan,1990,60-64,female,3508465
japan,1990,65-69,male,2194783
japan,1990,65-69,female,2908793
japan,1990,70-74,male,1559972
japan,1990,70-74,female,2257562
japan,1990,75-79,male,1197457
japan,1990,75-79,female,1820756
japan,1990,80-84,male,678385
japan,1990,80-84,female,1154473
japan,1990,85+,male,357040
japan,1990,85+,female,765374
japan,1995,0-4,male,3070015
japan,1995,0-4,female,2925239
japan,1995,5-9,male,3349827
japan,1995,5-9,female,3190844
japan,1995,10-14,male,3826968
japan,1995,10-14,female,3650837
japan,1995,15-19,male,4385775
japan,1995,15-19,female,4172183
japan,1995,20-24,male,5041228
japan,1995,20-24,female,4853773
japan,1995,25-29,male,4452125
japan,1995,25-29,female,4336016
japan,1995,30-34,male,4113849
japan,1995,30-34,female,4012606
japan,1995,35-39,male,3945809
japan,1995,35-39,female,3876412
japan,1995,40-44,male,4527352
japan,1995,40-44,female,4478720
japan,1995,45-49,male,5328335
japan,1995,45-49,female,5290031
japan,1995,50-54,male,4421787
japan,1995,50-54,female,4500131
japan,1995,55-59,male,3906621
japan,1995,55-59,female,4046859
japan,1995,60-64,male,3611948
japan,1995,60-64,female,3863161
japan,1995,65-69,male,2998706
japan,1995,65-69,female,3397372
japan,1995,70-74,male,1941558
japan,1995,70-74,female,2753609
japan,1995,75-79,male,1260411
japan,1995,75-79,female,2028656
japan,1995,80-84,male,824492
japan,1995,80-84,female,1476273
japan,1995,85+,male,479086
japan,1995,85+,female,1100659
japan,2000,0-4,male,3022521
japan,2000,0-4,female,2881577
japan,2000,5-9,male,3083431
japan,2000,5-9,female,2938358
japan,2000,10-14,male,3353150
japan,2000,10-14,female,3193462
japan,2000,15-19,male,3833984
japan,2000,15-19,female,3654181
japan,2000,20-24,male,4307242
japan,2000,20-24,female,4114218
japan,2000,25-29,male,4965277
japan,2000,25-29,female,4825032
japan,2000,30-34,male,4436818
japan,2000,30-34,female,4339792
japan,2000,35-39,male,4096286
japan,2000,35-39,female,4018579
japan,2000,40-44,male,3924171
japan,2000,40-44,female,3876048
japan,2000,45-49,male,4467772
japan,2000,45-49,female,4448236
japan,2000,50-54,male,5210038
japan,2000,50-54,female,5231952
japan,2000,55-59,male,4290239
japan,2000,55-59,female,4443933
japan,2000,60-64,male,3749528
japan,2000,60-64,female,3986305
japan,2000,65-69,male,3357281
japan,2000,65-69,female,3748658
japan,2000,70-74,male,2670270
japan,2000,70-74,female,3230306
japan,2000,75-79,male,1625822
japan,2000,75-79,female,2524778
japan,2000,80-84,male,915268
japan,2000,80-84,female,1699421
japan,2000,85+,male,653475
japan,2000,85+,female,1579873
japan,2005,0-4,male,2854502
japan,2005,0-4,female,2723585
japan,2005,5-9,male,3036503
japan,2005,5-9,female,2891992
japan,2005,10-14,male,3080678
japan,2005,10-14,female,2933974
japan,2005,15-19,male,3373430
japan,2005,15-19,female,3194950
japan,2005,20-24,male,3754822
japan,2005,20-24,female,3595776
japan,2005,25-29,male,4198551
japan,2005,25-29,female,4081498
japan,2005,30-34,male,4933265
japan,2005,30-34,female,4821592
japan,2005,35-39,male,4402787
japan,2005,35-39,female,4332994
japan,2005,40-44,male,4065470
japan,2005,40-44,female,4015126
japan,2005,45-49,male,3867500
japan,2005,45-49,female,3858361
japan,2005,50-54,male,4383240
japan,2005,50-54,female,4413259
japan,2005,55-59,male,5077369
japan,2005,55-59,female,5177795
japan,2005,60-64,male,4154529
japan,2005,60-64,female,4390100
japan,2005,65-69,male,3545006
japan,2005,65-69,female,3887604
japan,2005,70-74,male,3039743
japan,2005,70-74,female,3597754
japan,2005,75-79,male,2256317
japan,2005,75-79,female,3006484
japan,2005,80-84,male,1222635
japan,2005,80-84,female,2189758
japan,2005,85+,male,810898
japan,2005,85+,female,2115806
japan,2010,0-4,male,2710581
japan,2010,0-4,female,2586167
japan,2010,5-9,male,2859805
japan,2010,5-9,female,2725856
japan,2010,10-14,male,3031943
japan,2010,10-14,female,2889092
japan,2010,15-19,male,3109229
japan,2010,15-19,female,2954128
japan,2010,20-24,male,3266240
japan,2010,20-24,female,3160193
japan,2010,25-29,male,3691723
japan,2010,25-29,female,3601978
japan,2010,30-34,male,4221011
japan,2010,30-34,female,4120486
japan,2010,35-39,male,4950122
japan,2010,35-39,female,4836227
japan,2010,40-44,male,4400375
japan,2010,40-44,female,4341490
japan,2010,45-49,male,4027969
japan,2010,45-49,female,4005147
japan,2010,50-54,male,3809576
japan,2010,50-54,female,3834923
japan,2010,55-59,male,4287489
japan,2010,55-59,female,4376245
japan,2010,60-64,male,4920468
japan,2010,60-64,female,5116781
japan,2010,65-69,male,3921774
japan,2010,65-69,female,4288399
japan,2010,70-74,male,3225503
japan,2010,70-74,female,3737799
japan,2010,75-79,male,2582940
japan,2010,75-79,female,3358073
japan,2010,80-84,male,1692584
japan,2010,80-84,female,2643680
japan,2010,85+,male,1047611
japan,2010,85+,female,2747322