turn_index,player,thinking_time,game
10,Lee_Sedol,178.0,3
11,Lee_Sedol,263.0,3
12,Lee_Sedol,24.0,3
13,Lee_Sedol,86.0,3
14,Lee_Sedol,356.0,3
15,Lee_Sedol,15.0,3
16,Lee_Sedol,178.0,3
17,Lee_Sedol,419.0,3
18,Lee_Sedol,325.0,3
19,Lee_Sedol,194.0,3
20,Lee_Sedol,130.0,3
21,Lee_Sedol,19.0,3
22,Lee_Sedol,11.0,3
23,Lee_Sedol,5.0,3
24,Lee_Sedol,209.0,3
25,Lee_Sedol,525.0,3
26,Lee_Sedol,10.0,3
27,Lee_Sedol,438.0,3
28,Lee_Sedol,164.0,3
29,Lee_Sedol,108.0,3
30,Lee_Sedol,63.0,3
31,Lee_Sedol,211.0,3
32,Lee_Sedol,10.0,3
33,Lee_Sedol,112.0,3
34,Lee_Sedol,43.0,3
35,Lee_Sedol,23.0,3
36,Lee_Sedol,201.0,3
37,Lee_Sedol,49.0,3
38,Lee_Sedol,7.0,3
39,Lee_Sedol,61.0,3
40,Lee_Sedol,31.0,3
41,Lee_Sedol,2.0,3
42,Lee_Sedol,44.0,3
43,Lee_Sedol,7.0,3
44,Lee_Sedol,23.0,3
45,Lee_Sedol,148.0,3
46,Lee_Sedol,116.0,3
47,Lee_Sedol,4.0,3
48,Lee_Sedol,48.0,3
49,Lee_Sedol,123.0,3
50,Lee_Sedol,67.0,3
51,Lee_Sedol,207.0,3
52,Lee_Sedol,2.0,3
53,Lee_Sedol,127.0,3
54,Lee_Sedol,189.0,3
55,Lee_Sedol,13.0,3
56,Lee_Sedol,18.0,3
57,Lee_Sedol,195.0,3
58,Lee_Sedol,104.0,3
59,Lee_Sedol,195.0,3
60,Lee_Sedol,64.0,3
61,Lee_Sedol,8.0,3
62,Lee_Sedol,241.0,3
63,Lee_Sedol,114.0,3
64,Lee_Sedol,54.0,3
65,Lee_Sedol,174.0,3
66,Lee_Sedol,55.0,3
67,Lee_Sedol,59.0,3
68,Lee_Sedol,59.0,3
69,Lee_Sedol,58.0,3
70,Lee_Sedol,58.0,3
71,Lee_Sedol,59.0,3
72,Lee_Sedol,59.0,3
73,Lee_Sedol,13.0,3
74,Lee_Sedol,59.0,3
75,Lee_Sedol,57.0,3
76,Lee_Sedol,59.0,3
77,Lee_Sedol,53.0,3
78,Lee_Sedol,26.0,3
79,Lee_Sedol,5.0,3
80,Lee_Sedol,33.0,3
81,Lee_Sedol,1.0,3
82,Lee_Sedol,7.0,3
83,Lee_Sedol,1.0,3
84,Lee_Sedol,2.0,3
85,Lee_Sedol,59.0,3
86,Lee_Sedol,7.0,3
87,Lee_Sedol,2.0,3
1,AlphaGo,6.0,4
2,AlphaGo,95.0,4
3,AlphaGo,73.0,4
4,AlphaGo,60.0,4
5,AlphaGo,86.0,4
6,AlphaGo,66.0,4
7,AlphaGo,54.0,4
8,AlphaGo,87.0,4
9,AlphaGo,83.0,4
10,AlphaGo,77.0,4
11,AlphaGo,93.0,4
12,AlphaGo,71.0,4
13,AlphaGo,57.0,4
14,AlphaGo,58.0,4
15,AlphaGo,76.0,4
16,AlphaGo,69.0,4
17,AlphaGo,65.0,4
18,AlphaGo,75.0,4
19,AlphaGo,55.0,4
20,AlphaGo,88.0,4
21,AlphaGo,63.0,4
22,AlphaGo,56.0,4
23,AlphaGo,65.0,4
24,AlphaGo,89.0,4
25,AlphaGo,33.0,4
26,AlphaGo,92.0,4
27,AlphaGo,59.0,4
28,AlphaGo,72.0,4
29,AlphaGo,57.0,4
30,AlphaGo,67.0,4
31,AlphaGo,62.0,4
32,AlphaGo,60.0,4
33,AlphaGo,92.0,4
34,AlphaGo,103.0,4
35,AlphaGo,71.0,4
36,AlphaGo,95.0,4
37,AlphaGo,64.0,4
38,AlphaGo,61.0,4
39,AlphaGo,64.0,4
40,AlphaGo,68.0,4
41,AlphaGo,64.0,4
42,AlphaGo,80.0,4
43,AlphaGo,70.0,4
44,AlphaGo,104.0,4
45,AlphaGo,71.0,4
46,AlphaGo,122.0,4
47,AlphaGo,76.0,4
48,AlphaGo,74.0,4
49,AlphaGo,92.0,4
50,AlphaGo,116.0,4
51,AlphaGo,74.0,4
52,AlphaGo,81.0,4
53,AlphaGo,113.0,4
54,AlphaGo,70.0,4
55,AlphaGo,72.0,4
56,AlphaGo,73.0,4
57,AlphaGo,10.0,4
58,AlphaGo,99.0,4
59,AlphaGo,92.0,4
60,AlphaGo,106.0,4
61,AlphaGo,103.0,4
62,AlphaGo,5.0,4
63,AlphaGo,90.0,4
64,AlphaGo,96.0,4
65,AlphaGo,91.0,4
66,AlphaGo,143.0,4
67,AlphaGo,101.0,4
68,AlphaGo,140.0,4
69,AlphaGo,159.0,4
70,AlphaGo,141.0,4
71,AlphaGo,133.0,4
72,AlphaGo,184.0,4
73,AlphaGo,131.0,4
74,AlphaGo,95.0,4
75,AlphaGo,122.0,4
76,AlphaGo,67.0,4
77,AlphaGo,63.0,4
78,AlphaGo,88.0,4
79,AlphaGo,77.0,4
80,AlphaGo,77.0,4
81,AlphaGo,76.0,4
82,AlphaGo,71.0,4
83,AlphaGo,60.0,4
84,AlphaGo,55.0,4
85,AlphaGo,52.0,4
86,AlphaGo,42.0,4
87,AlphaGo,45.0,4
88,AlphaGo,50.0,4
89,AlphaGo,42.0,4
90,AlphaGo,51.0,4
1,Lee_Sedol,59.0,4
2,Lee_Sedol,43.0,4
3,Lee_Sedol,15.0,4
4,Lee_Sedol,2.0,4
5,Lee_Sedol,8.0,4
6,Lee_Sedol,140.0,4
7,Lee_Sedol,325.0,4
8,Lee_Sedol,311.0,4
9,Lee_Sedol,161.0,4
10,Lee_Sedol,93.0,4
11,Lee_Sedol,82.0,4
12,Lee_Sedol,248.0,4
13,Lee_Sedol,371.0,4
14,Lee_Sedol,36.0,4
15,Lee_Sedol,298.0,4
16,Lee_Sedol,21.0,4
17,Lee_Sedol,129.0,4
18,Lee_Sedol,3.0,4
19,Lee_Sedol,16.0,4
20,Lee_Sedol,278.0,4
21,Lee_Sedol,100.0,4
22,Lee_Sedol,285.0,4
23,Lee_Sedol,554.0,4
24,Lee_Sedol,315.0,4
25,Lee_Sedol,32.0,4
26,Lee_Sedol,150.0,4
27,Lee_Sedol,6.0,4
28,Lee_Sedol,220.0,4
29,Lee_Sedol,2.0,4
30,Lee_Sedol,227.0,4
31,Lee_Sedol,92.0,4
32,Lee_Sedol,22.0,4
33,Lee_Sedol,20.0,4
34,Lee_Sedol,122.0,4
35,Lee_Sedol,609.0,4
36,Lee_Sedol,949.0,4
37,Lee_Sedol,91.0,4
38,Lee_Sedol,3.0,4
39,Lee_Sedol,386.0,4
40,Lee_Sedol,139.0,4
41,Lee_Sedol,34.0,4
42,Lee_Sedol,65.0,4
43,Lee_Sedol,85.0,4
44,Lee_Sedol,15.0,4
45,Lee_Sedol,96.0,4
46,Lee_Sedol,119.0,4
47,Lee_Sedol,59.0,4
48,Lee_Sedol,59.0,4
49,Lee_Sedol,59.0,4
50,Lee_Sedol,59.0,4
51,Lee_Sedol,56.0,4
52,Lee_Sedol,59.0,4
53,Lee_Sedol,59.0,4
54,Lee_Sedol,113.0,4
55,Lee_Sedol,57.0,4
56,Lee_Sedol,54.0,4
57,Lee_Sedol,59.0,4
58,Lee_Sedol,59.0,4
59,Lee_Sedol,52.0,4
60,Lee_Sedol,56.0,4
61,Lee_Sedol,52.0,4
62,Lee_Sedol,59.0,4
63,Lee_Sedol,58.0,4
64,Lee_Sedol,57.0,4
65,Lee_Sedol,35.0,4
66,Lee_Sedol,59.0,4
67,Lee_Sedol,59.0,4
68,Lee_Sedol,58.0,4
69,Lee_Sedol,59.0,4
70,Lee_Sedol,6.0,4
71,Lee_Sedol,59.0,4
72,Lee_Sedol,58.0,4
73,Lee_Sedol,34.0,4
74,Lee_Sedol,14.0,4
75,Lee_Sedol,59.0,4
76,Lee_Sedol,57.0,4
77,Lee_Sedol,58.0,4
78,Lee_Sedol,58.0,4
79,Lee_Sedol,59.0,4
80,Lee_Sedol,59.0,4
81,Lee_Sedol,57.0,4
82,Lee_Sedol,59.0,4
83,Lee_Sedol,53.0,4
84,Lee_Sedol,52.0,4
85,Lee_Sedol,27.0,4
86,Lee_Sedol,45.0,4
87,Lee_Sedol,15.0,4
88,Lee_Sedol,7.0,4
89,Lee_Sedol,1.0,4
90,Lee_Sedol,54.0,4
1,AlphaGo,85.0,5
2,AlphaGo,68.0,5
3,AlphaGo,53.0,5
4,AlphaGo,62.0,5
5,AlphaGo,73.0,5
6,AlphaGo,67.0,5
7,AlphaGo,59.0,5
8,AlphaGo,64.0,5
9,AlphaGo,67.0,5
10,AlphaGo,69.0,5
11,AlphaGo,59.0,5
12,AlphaGo,57.0,5
13,AlphaGo,79.0,5
14,AlphaGo,68.0,5
15,AlphaGo,95.0,5
16,AlphaGo,60.0,5
17,AlphaGo,58.0,5
18,AlphaGo,55.0,5
19,AlphaGo,56.0,5
20,AlphaGo,40.0,5
21,AlphaGo,89.0,5
22,AlphaGo,57.0,5
23,AlphaGo,58.0,5
24,AlphaGo,59.0,5
25,AlphaGo,59.0,5
26,AlphaGo,59.0,5
27,AlphaGo,75.0,5
28,AlphaGo,79.0,5
29,AlphaGo,68.0,5
30,AlphaGo,55.0,5
31,AlphaGo,7.0,5
32,AlphaGo,93.0,5
33,AlphaGo,63.0,5
34,AlphaGo,64.0,5
35,AlphaGo,92.0,5
36,AlphaGo,78.0,5
37,AlphaGo,13.0,5
38,AlphaGo,64.0,5
39,AlphaGo,74.0,5
40,AlphaGo,67.0,5
41,AlphaGo,91.0,5
42,AlphaGo,88.0,5
43,AlphaGo,104.0,5
44,AlphaGo,71.0,5
45,AlphaGo,100.0,5
46,AlphaGo,92.0,5
47,AlphaGo,69.0,5
48,AlphaGo,71.0,5
49,AlphaGo,71.0,5
50,AlphaGo,114.0,5
51,AlphaGo,103.0,5
52,AlphaGo,99.0,5
53,AlphaGo,132.0,5
54,AlphaGo,111.0,5
55,AlphaGo,105.0,5
56,AlphaGo,80.0,5
57,AlphaGo,134.0,5
58,AlphaGo,77.0,5
59,AlphaGo,79.0,5
60,AlphaGo,83.0,5
61,AlphaGo,52.0,5
62,AlphaGo,18.0,5
63,AlphaGo,91.0,5
64,AlphaGo,112.0,5
65,AlphaGo,97.0,5
66,AlphaGo,101.0,5
67,AlphaGo,101.0,5
68,AlphaGo,98.0,5
69,AlphaGo,113.0,5
70,AlphaGo,119.0,5
71,AlphaGo,115.0,5
72,AlphaGo,109.0,5
73,AlphaGo,102.0,5
74,AlphaGo,101.0,5
75,AlphaGo,90.0,5
76,AlphaGo,88.0,5
77,AlphaGo,84.0,5
78,AlphaGo,107.0,5
79,AlphaGo,94.0,5
80,AlphaGo,74.0,5
81,AlphaGo,62.0,5
82,AlphaGo,59.0,5
83,AlphaGo,53.0,5
84,AlphaGo,65.0,5
85,AlphaGo,46.0,5
86,AlphaGo,42.0,5
87,AlphaGo,38.0,5
88,AlphaGo,37.0,5
89,AlphaGo,37.0,5
90,AlphaGo,35.0,5
91,AlphaGo,30.0,5
92,AlphaGo,29.0,5
93,AlphaGo,28.0,5
94,AlphaGo,28.0,5
95,AlphaGo,30.0,5
96,AlphaGo,29.0,5
97,AlphaGo,29.0,5
98,AlphaGo,29.0,5
99,AlphaGo,29.0,5
100,AlphaGo,30.0,5
101,AlphaGo,28.0,5
102,AlphaGo,28.0,5
103,AlphaGo,27.0,5
104,AlphaGo,28.0,5
1,Lee_Sedol,25.0,5
2,Lee_Sedol,66.0,5
3,Lee_Sedol,13.0,5
4,Lee_Sedol,15.0,5
5,Lee_Sedol,2.0,5
6,Lee_Sedol,52.0,5
7,Lee_Sedol,43.0,5
8,Lee_Sedol,3.0,5
9,Lee_Sedol,245.0,5
10,Lee_Sedol,135.0,5
11,Lee_Sedol,212.0,5
12,Lee_Sedol,110.0,5
13,Lee_Sedol,75.0,5
14,Lee_Sedol,96.0,5
15,Lee_Sedol,131.0,5
16,Lee_Sedol,242.0,5
17,Lee_Sedol,3.0,5
18,Lee_Sedol,39.0,5
19,Lee_Sedol,2.0,5
20,Lee_Sedol,101.0,5
21,Lee_Sedol,97.0,5
22,Lee_Sedol,336.0,5
23,Lee_Sedol,2.0,5
24,Lee_Sedol,6.0,5
25,Lee_Sedol,205.0,5
26,Lee_Sedol,234.0,5
27,Lee_Sedol,15.0,5
28,Lee_Sedol,39.0,5
29,Lee_Sedol,34.0,5
30,Lee_Sedol,156.0,5
31,Lee_Sedol,43.0,5
32,Lee_Sedol,37.0,5
33,Lee_Sedol,6.0,5
34,Lee_Sedol,2.0,5
35,Lee_Sedol,177.0,5
36,Lee_Sedol,219.0,5
37,Lee_Sedol,310.0,5
38,Lee_Sedol,36.0,5
39,Lee_Sedol,4.0,5
40,Lee_Sedol,241.0,5
41,Lee_Sedol,145.0,5
42,Lee_Sedol,60.0,5
43,Lee_Sedol,139.0,5
44,Lee_Sedol,107.0,5
45,Lee_Sedol,56.0,5
46,Lee_Sedol,110.0,5
47,Lee_Sedol,117.0,5
48,Lee_Sedol,87.0,5
49,Lee_Sedol,120.0,5
50,Lee_Sedol,5.0,5
51,Lee_Sedol,265.0,5
52,Lee_Sedol,68.0,5
53,Lee_Sedol,135.0,5
54,Lee_Sedol,553.0,5
55,Lee_Sedol,32.0,5
56,Lee_Sedol,42.0,5
57,Lee_Sedol,75.0,5
58,Lee_Sedol,16.0,5
59,Lee_Sedol,20.0,5
60,Lee_Sedol,29.0,5
61,Lee_Sedol,27.0,5
62,Lee_Sedol,22.0,5
63,Lee_Sedol,95.0,5
64,Lee_Sedol,57.0,5
65,Lee_Sedol,19.0,5
66,Lee_Sedol,16.0,5
67,Lee_Sedol,12.0,5
68,Lee_Sedol,10.0,5
69,Lee_Sedol,323.0,5
70,Lee_Sedol,119.0,5
71,Lee_Sedol,72.0,5
72,Lee_Sedol,157.0,5
73,Lee_Sedol,60.0,5
74,Lee_Sedol,57.0,5
75,Lee_Sedol,42.0,5
76,Lee_Sedol,181.0,5
77,Lee_Sedol,59.0,5
78,Lee_Sedol,118.0,5
79,Lee_Sedol,3.0,5
80,Lee_Sedol,57.0,5
81,Lee_Sedol,48.0,5
82,Lee_Sedol,58.0,5
83,Lee_Sedol,33.0,5
84,Lee_Sedol,56.0,5
85,Lee_Sedol,58.0,5
86,Lee_Sedol,59.0,5
87,Lee_Sedol,54.0,5
88,Lee_Sedol,59.0,5
89,Lee_Sedol,58.0,5
90,Lee_Sedol,53.0,5
91,Lee_Sedol,28.0,5
92,Lee_Sedol,14.0,5
93,Lee_Sedol,14.0,5
94,Lee_Sedol,59.0,5
95,Lee_Sedol,58.0,5
96,Lee_Sedol,54.0,5
97,Lee_Sedol,59.0,5
98,Lee_Sedol,32.0,5
99,Lee_Sedol,38.0,5
100,Lee_Sedol,38.0,5
101,Lee_Sedol,6.0,5
102,Lee_Sedol,42.0,5
103,Lee_Sedol,53.0,5
104,Lee_Sedol,9.0,5